date,entry_time,spot_at_entry,spot_at_close,vix,expiry,ce_strike,pe_strike,ce_entry_prem,pe_entry_prem,ce_exit_prem,pe_exit_prem,ce_stopped,pe_stopped,ce_exit_time,pe_exit_time,lots_per_leg,total_premium_collected,gross_pnl,total_costs,net_pnl,strike_dist,sl_mult,vix_filter,cumulative_pnl,equity
2025-08-07,09:15,24501.7,24626.7,11.83,2025-08-07,24600,24400,23.65,23.35,0.3,0.1,False,False,15:25,15:25,4,47.0,13980.0,114.4,13865.6,100,3.0,off,1398397.5199999996,2398397.5199999996
2025-08-14,09:15,24645.0,24616.0,12.28,2025-08-14,24750,24550,18.1,22.25,0.1,0.05,False,False,15:25,15:25,4,40.35,12060.0,111.54,11948.46,100,3.0,off,1410345.9799999995,2410345.9799999995
2025-08-21,09:15,25095.4,25077.0,11.87,2025-08-21,25200,25000,13.05,18.7,0.05,0.1,False,False,15:25,15:25,4,31.75,9480.0,107.89,9372.11,100,3.0,off,1419718.0899999996,2419718.09
2025-08-28,09:15,24615.5,24533.1,12.19,2025-08-28,24700,24500,24.45,22.0,0.15,0.15,False,False,15:25,15:25,4,46.45,13845.0,114.16,13730.84,100,3.0,off,1433448.9299999997,2433448.9299999997
2025-09-02,09:15,24675.8,24575.0,11.22,2025-09-02,24800,24600,9.35,18.4,0.1,55.45,False,True,15:25,14:03,4,27.75,-8340.0,113.58,-8453.58,100,3.0,off,1424995.3499999996,2424995.3499999996
2025-09-09,09:15,24867.5,24878.8,10.84,2025-09-09,24950,24750,19.5,14.75,0.05,0.1,False,False,15:25,15:25,4,34.25,10230.0,108.95,10121.05,100,3.0,off,1435116.3999999997,2435116.3999999994
2025-09-16,09:15,25094.8,25254.5,10.39,2025-09-16,25200,25000,9.25,13.5,28.95,0.05,True,False,09:59,15:25,4,22.75,-1875.0,107.93,-1982.93,100,3.0,off,1433133.4699999997,2433133.4699999997
2025-09-23,09:15,25237.5,25185.8,10.3,2025-09-23,25350,25150,13.45,13.75,0.05,46.0,False,True,15:25,09:42,4,27.2,-5655.0,112.08,-5767.08,100,3.0,off,1427366.3899999997,2427366.3899999997
2025-09-30,09:15,24710.3,24633.6,11.26,2025-09-30,24800,24600,21.2,15.65,0.05,48.65,False,True,15:25,10:36,4,36.85,-3555.0,116.53,-3671.53,100,3.0,off,1423694.8599999996,2423694.8599999994
2025-10-07,09:15,25122.5,25112.8,10.3,2025-10-07,25200,25000,16.55,11.15,0.05,0.05,False,False,15:25,15:25,4,27.7,8280.0,106.17,8173.83,100,3.0,off,1431868.6899999997,2431868.6899999995
2025-10-14,09:15,25291.7,25123.3,10.89,2025-10-14,25400,25200,16.3,19.0,0.05,62.8,False,True,15:25,10:02,4,35.3,-8265.0,117.76,-8382.76,100,3.0,off,1423485.9299999997,2423485.9299999997
2025-10-20,09:15,25905.1,25850.7,11.33,2025-10-20,26000,25800,33.6,18.0,0.05,62.75,False,True,15:25,09:46,3,51.6,-2520.0,117.11,-2637.11,100,3.0,off,1420848.8199999996,2420848.8199999994
2025-10-28,09:15,25986.8,25965.4,12.21,2025-10-28,26100,25900,38.8,29.3,0.1,0.1,False,False,15:25,15:25,3,68.1,15277.5,116.1,15161.4,100,3.0,off,1436010.2199999995,2436010.2199999997
2025-11-04,09:15,25768.7,25586.2,12.87,2025-11-04,25850,25650,36.75,23.1,0.1,51.7,False,False,15:25,15:25,3,59.85,1811.25,118.63,1692.62,100,3.0,off,1437702.8399999996,2437702.84
2025-11-11,09:15,25612.8,25705.5,12.41,2025-11-11,25700,25500,25.0,15.85,0.1,47.55,False,True,15:25,09:35,4,40.85,-2040.0,118.09,-2158.09,100,3.0,off,1435544.7499999995,2435544.7499999995
2025-11-18,09:15,25945.5,25894.7,11.83,2025-11-18,26050,25850,21.85,25.25,0.05,0.1,False,False,15:25,15:25,3,47.1,10563.75,109.41,10454.34,100,3.0,off,1445999.0899999996,2445999.09
2025-11-25,09:15,25935.6,25860.3,12.52,2025-11-25,26050,25850,24.8,24.1,0.1,0.05,False,False,15:25,15:25,3,48.9,10968.75,109.98,10858.77,100,3.0,off,1456857.8599999996,2456857.8599999994
2025-12-02,09:15,26110.2,26057.0,11.37,2025-12-02,26200,26000,21.2,16.1,0.05,0.05,False,False,15:25,15:25,3,37.3,8370.0,106.28,8263.72,100,3.0,off,1465121.5799999996,2465121.5799999996
2025-12-09,09:15,25857.2,25841.8,11.18,2025-12-09,25950,25750,26.25,16.35,0.1,50.3,False,True,15:25,09:48,3,42.6,-1755.0,112.99,-1867.99,100,3.0,off,1463253.5899999996,2463253.59
2025-12-16,09:15,25932.8,25851.3,10.09,2025-12-16,26050,25850,15.75,22.4,0.1,0.05,False,False,15:25,15:25,3,38.15,8550.0,106.55,8443.45,100,3.0,off,1471697.0399999996,2471697.0399999996
2025-12-23,09:15,26167.8,26166.0,9.76,2025-12-23,26250,26050,19.1,10.55,0.05,0.05,False,False,15:25,15:25,3,29.65,6648.75,103.84,6544.91,100,3.0,off,1478241.9499999995,2478241.9499999993
2025-12-30,09:15,25902.2,25970.5,9.87,2025-12-30,25950,25800,22.6,8.94,0.1,0.05,False,False,15:25,15:25,3,31.54,7062.75,104.45,6958.3,100,3.0,off,1485200.2499999995,2485200.2499999995
2026-01-06,09:15,26235.8,26174.7,10.07,2026-01-06,26350,26150,10.35,12.65,0.05,0.05,False,False,15:25,15:25,4,23.0,5954.0,102.87,5851.13,100,3.0,off,1491051.3799999994,2491051.3799999994
2026-01-13,09:15,25853.0,25714.2,11.25,2026-01-13,25950,25750,23.55,23.25,0.1,70.2,False,True,15:25,09:32,4,46.8,-6110.0,119.73,-6229.73,100,3.0,off,1484821.6499999994,2484821.6499999994
2026-01-20,09:15,25558.0,25225.3,11.97,2026-01-20,25650,25450,21.45,19.85,0.1,65.34,False,True,15:25,09:54,4,41.3,-6276.4,117.15,-6393.55,100,3.0,off,1478428.0999999994,2478428.0999999996
2026-01-27,09:15,25113.0,25234.1,14.83,2026-01-27,25200,25000,63.0,41.75,0.15,0.05,False,False,15:25,15:25,4,104.75,27183.0,132.95,27050.05,100,3.0,off,1505478.1499999994,2505478.1499999994
2026-02-03,09:15,25781.8,25714.8,13.84,2026-02-03,25900,25700,153.0,215.0,0.05,0.05,False,False,15:25,15:25,4,368.0,95654.0,229.76,95424.24,100,3.0,off,1600902.3899999994,2600902.3899999997
2026-02-10,09:15,25910.1,25916.8,11.97,2026-02-10,26000,25800,20.65,17.1,0.05,0.1,False,False,15:25,15:25,4,37.75,9776.0,108.3,9667.7,100,3.0,off,1610570.0899999994,2610570.0899999994
2026-02-17,09:15,25605.8,25716.0,13.26,2026-02-17,25700,25500,20.75,17.9,63.95,0.05,True,False,10:27,15:25,4,38.65,-6591.0,116.01,-6707.01,100,3.0,off,1603863.0799999994,2603863.079999999
2026-02-24,09:15,25596.2,25460.2,14.17,2026-02-24,25700,25500,25.9,33.6,0.05,107.85,False,True,15:25,12:46,4,59.5,-12584.0,128.75,-12712.75,100,3.0,off,1591150.3299999994,2591150.329999999
2026-03-02,09:15,24860.8,24849.8,15.03,2026-03-02,24950,24750,67.7,80.5,0.1,0.05,False,False,15:25,15:25,4,148.2,38493.0,148.92,38344.08,100,3.0,off,1629494.4099999995,2629494.409999999
2026-03-10,09:15,24195.8,24286.2,20.82,2026-03-10,24300,24100,58.95,59.8,0.05,0.05,False,False,15:25,15:25,5,118.75,38561.25,149.01,38412.24,100,3.0,off,1667906.6499999994,2667906.6499999994
2026-03-17,09:15,23400.8,23558.8,21.1,2026-03-17,23500,23300,44.9,48.1,144.95,0.05,True,False,14:58,15:25,5,93.0,-16900.0,158.1,-17058.1,100,3.0,off,1650848.5499999993,2650848.5499999993
2026-03-24,09:15,22851.2,22958.4,25.14,2026-03-24,22950,22750,73.85,69.8,0.1,0.05,False,False,15:25,15:25,5,143.65,46637.5,160.47,46477.03,100,3.0,off,1697325.5799999994,2697325.579999999
2026-04-28,09:15,24034.3,24016.5,0.0,2026-04-28,24150,23950,16.0,28.4,50.45,0.1,True,False,09:26,15:25,5,44.4,-1998.75,122.11,-2120.86,100,3.0,off,1695204.7199999993,2695204.7199999993
