symbol,entry_date,exit_date,entry_price,exit_price,gap_size_pct,volume_ratio,body_pct,pnl_gross,pnl_net,exit_reason,stopped_out,hold_bars,allocated_capital,trade_pnl_rupees
RITES,2018-08-17,2018-08-27,86.7558,85.8883,4.62,4.01,5.5,-0.01,-0.012,stopped_out,True,5,173881.48,-2086.58
VARROC,2018-08-23,2018-08-24,1067.6533,1056.9768,0.69,4.26,7.44,-0.01,-0.012,stopped_out,True,1,139105.19,-1669.26
IRCON,2018-11-12,2018-11-15,30.3727,31.8914,3.88,2.75,4.85,0.05,0.048,take_profit,False,3,173130.32,8310.26
NEWGEN,2018-11-15,2018-11-16,145.3502,143.8967,11.47,4.94,3.09,-0.01,-0.012,stopped_out,True,1,174792.37,-2097.51
AAVAS,2018-12-13,2018-12-14,835.4175,822.0888,0.88,8.54,2.53,-0.015955,-0.017955,stopped_out_gap,True,1,174372.87,-3130.86
CREDITACC,2019-02-01,2019-02-04,404.2977,392.3411,1.8,2.15,2.34,-0.029574,-0.031574,stopped_out_gap,True,1,173746.69,-5485.88
HGINFRA,2019-02-21,2019-02-22,200.1414,198.14,3.71,2.42,4.64,-0.01,-0.012,stopped_out,True,1,172649.52,-2071.79
NAM-INDIA,2019-02-22,2019-02-25,164.6703,163.0236,18.93,6.14,3.51,-0.01,-0.012,stopped_out,True,1,172235.16,-2066.82
ATGL,2019-03-05,2019-03-06,110.0606,108.96,2.41,3.29,5.28,-0.01,-0.012,stopped_out,True,1,171821.79,-2061.86
HDFCAMC,2019-03-05,2019-03-19,653.9784,667.1844,3.02,2.65,3.9,0.020193,0.018193,time_exit,False,10,137457.44,2500.76
IEX,2019-03-13,2019-03-15,49.9648,49.3093,0.62,5.87,1.76,-0.01312,-0.01512,stopped_out_gap,True,2,143917.93,-2176.04
GRSE,2019-05-02,2019-05-03,98.472,96.9509,3.06,12.86,13.03,-0.015447,-0.017447,stopped_out_gap,True,1,171474.37,-2991.71
DALBHARAT,2019-05-27,2019-06-04,1139.9421,1128.5427,0.73,3.55,2.73,-0.01,-0.012,stopped_out,True,6,136700.82,-1640.41
RVNL,2019-05-27,2019-05-28,22.9351,22.7057,2.15,3.86,6.92,-0.01,-0.012,stopped_out,True,1,170876.02,-2050.51
CHALET,2019-05-31,2019-06-03,348.938,345.4486,0.62,3.12,4.72,-0.01,-0.012,stopped_out,True,1,143125.76,-1717.51
NEOGEN,2019-06-13,2019-06-14,383.141,379.3096,14.06,5.56,6.87,-0.01,-0.012,stopped_out,True,1,169794.34,-2037.53
POLYCAB,2019-07-01,2019-07-02,621.7013,615.4843,1.93,4.78,2.71,-0.01,-0.012,stopped_out,True,1,169386.83,-2032.64
MSTCLTD,2019-09-11,2019-09-12,74.6298,73.8835,1.81,1.51,6.07,-0.01,-0.012,stopped_out,True,1,168980.3,-2027.76
AFFLE,2019-09-16,2019-09-17,188.154,186.2725,1.6,2.92,4.48,-0.01,-0.012,stopped_out,True,1,168574.75,-2022.9
360ONE,2019-11-26,2019-11-27,270.1151,267.4139,0.86,2.9,2.05,-0.01,-0.012,stopped_out,True,1,168170.17,-2018.04
WESTLIFE,2019-11-26,2019-11-27,375.3538,371.6003,0.67,1.62,2.46,-0.01,-0.012,stopped_out,True,1,134536.14,-1614.43
ARVINDFASN,2019-12-16,2019-12-17,298.4226,295.4384,1.87,2.01,4.68,-0.01,-0.012,stopped_out,True,1,167443.68,-2009.32
KPITTECH,2020-01-14,2020-01-15,94.0488,98.7512,3.17,4.91,5.32,0.05,0.048,take_profit,False,1,167041.81,8018.01
IRCTC,2020-01-14,2020-01-17,185.9332,195.2299,1.56,2.64,3.08,0.05,0.048,take_profit,False,3,133633.45,6414.41
GREENPANEL,2020-01-21,2020-01-23,55.2963,59.0882,5.0,2.78,6.67,0.068574,0.066574,take_profit_gap,False,2,169928.29,11312.81
UJJIVANSFB,2020-01-23,2020-01-31,49.7984,52.2884,2.73,2.82,3.08,0.05,0.048,take_profit,False,6,172190.85,8265.16
PRINCEPIPE,2020-02-14,2020-02-17,185.3725,183.5188,0.59,3.09,2.86,-0.01,-0.012,stopped_out,True,1,173843.89,-2086.13
SUMICHEM,2020-05-27,2020-05-28,239.6108,237.2147,4.74,3.99,2.65,-0.01,-0.012,stopped_out,True,1,173426.66,-2081.12
SBICARD,2020-06-03,2020-06-10,603.6758,597.639,3.44,3.41,5.76,-0.01,-0.012,stopped_out,True,5,173010.44,-2076.13
CSBBANK,2020-06-16,2020-06-17,152.2261,150.7038,6.08,3.86,2.8,-0.01,-0.012,stopped_out,True,1,172595.21,-2071.14
POWERINDIA,2020-08-20,2020-08-21,1056.5365,1045.9712,6.47,1.78,5.03,-0.01,-0.012,stopped_out,True,1,172180.98,-2066.17
ROUTE,2020-10-28,2020-10-29,876.0309,867.2706,1.8,2.4,9.29,-0.01,-0.012,stopped_out,True,1,171767.75,-2061.21
MAZDOCK,2020-11-13,2020-11-17,82.9956,82.1656,0.65,3.08,2.09,-0.01,-0.012,stopped_out,True,2,171355.51,-2056.27
UTIAMC,2020-11-24,2020-11-25,467.6683,462.9916,5.82,3.83,3.84,-0.01,-0.012,stopped_out,True,1,170944.25,-2051.33
SWSOLAR,2020-12-02,2020-12-03,246.3731,243.9094,2.18,6.95,6.6,-0.01,-0.012,stopped_out,True,1,170533.99,-2046.41
HEMIPROP,2020-12-03,2020-12-04,76.2881,75.5252,8.86,2.85,1.67,-0.01,-0.012,stopped_out,True,1,170124.71,-2041.5
MAXHEALTH,2020-12-07,2020-12-08,148.1001,146.6191,8.43,3.08,4.06,-0.01,-0.012,stopped_out,True,1,169716.41,-2036.6
SHAREINDIA,2020-12-15,2020-12-16,32.7333,32.406,16.62,7.89,8.95,-0.01,-0.012,stopped_out,True,1,169309.09,-2031.71
CAMS,2020-12-21,2020-12-22,310.9427,307.8333,4.85,5.5,4.29,-0.01,-0.012,stopped_out,True,1,168902.75,-2026.83
TARC,2021-02-08,2021-02-09,25.8129,25.5548,5.91,3.45,9.09,-0.01,-0.012,stopped_out,True,1,168497.38,-2021.97
HAPPSTMNDS,2021-02-12,2021-02-15,387.0699,383.1992,3.84,5.53,4.97,-0.01,-0.012,stopped_out,True,1,168092.99,-2017.12
GLAND,2021-02-18,2021-02-19,2405.6121,2381.556,2.75,2.5,3.37,-0.01,-0.012,stopped_out,True,1,167689.56,-2012.27
EQUITASBNK,2021-03-05,2021-03-08,62.0942,61.4733,17.7,6.62,4.1,-0.01,-0.012,stopped_out,True,1,167287.11,-2007.45
ANGELONE,2021-04-16,2021-04-19,289.1916,277.2319,0.69,5.61,7.33,-0.041355,-0.043355,stopped_out_gap,True,1,166885.62,-7235.33
ANURAS,2021-04-27,2021-04-28,625.191,656.4505,0.54,1.82,3.21,0.05,0.048,take_profit,False,1,165438.55,7941.05
LXCHEM,2021-04-28,2021-04-30,207.8169,203.6063,1.26,1.95,6.84,-0.020261,-0.022261,stopped_out_gap,True,2,167026.76,-3718.18
JUBLINGREA,2021-04-30,2021-05-03,393.6741,413.3578,8.1,3.87,10.55,0.05,0.048,take_profit,False,1,166283.13,7981.59
HOMEFIRST,2021-05-05,2021-05-06,528.0097,522.7296,1.12,2.8,3.78,-0.01,-0.012,stopped_out,True,1,167879.44,-2014.55
KALYANKJIL,2021-05-10,2021-05-11,61.0344,64.0862,0.68,1.81,3.54,0.05,0.048,take_profit,False,1,167476.53,8038.87
IRFC,2021-05-11,2021-05-24,20.1268,21.1331,4.66,1.93,2.68,0.05,0.048,take_profit,False,8,169084.31,8116.05
EASEMYTRIP,2021-05-25,2021-05-26,8.5146,8.9403,8.05,3.01,2.07,0.05,0.048,take_profit,False,1,170707.52,8193.96
RBA,2021-06-07,2021-06-08,165.0825,163.4317,4.25,1.91,3.77,-0.01,-0.012,stopped_out,True,1,172346.31,-2068.16
RAILTEL,2021-06-07,2021-06-08,128.4723,127.1876,2.11,3.11,2.72,-0.01,-0.012,stopped_out,True,1,137877.05,-1654.52
BECTORFOOD,2021-06-08,2021-06-09,85.8577,84.9991,0.96,3.25,1.98,-0.01,-0.012,stopped_out,True,1,171601.77,-2059.22
LODHA,2021-06-08,2021-06-09,343.3462,339.9127,4.33,2.55,4.19,-0.01,-0.012,stopped_out,True,1,137281.42,-1647.38
MTARTECH,2021-07-01,2021-07-02,1161.2605,1149.6479,9.49,3.0,2.47,-0.01,-0.012,stopped_out,True,1,170860.45,-2050.33
NAZARA,2021-07-05,2021-07-07,216.9272,214.7579,6.21,3.26,3.56,-0.01,-0.012,stopped_out,True,2,170450.39,-2045.4
SONACOMS,2021-08-09,2021-08-10,467.184,490.5432,0.55,4.02,11.71,0.05,0.048,take_profit,False,1,170041.31,8161.98
KIMS,2021-08-12,2021-08-13,260.07,257.4693,0.75,1.53,1.85,-0.01,-0.012,stopped_out,True,1,171673.7,-2060.08
CLEAN,2021-09-03,2021-09-07,1595.179,1579.2272,1.82,1.61,3.02,-0.01,-0.012,stopped_out,True,2,171261.69,-2055.14
CARTRADE,2021-10-06,2021-10-07,1427.6135,1413.3373,1.22,2.41,6.09,-0.01,-0.012,stopped_out,True,1,170850.66,-2050.21
KPIGREEN,2021-10-11,2021-10-12,15.9548,15.7952,3.72,2.85,4.38,-0.01,-0.012,stopped_out,True,1,170440.62,-2045.29
DEVYANI,2021-10-20,2021-10-21,124.5622,123.3166,5.74,2.79,2.3,-0.01,-0.012,stopped_out,True,1,170031.56,-2040.38
SANSERA,2021-11-11,2021-11-12,794.8491,785.6878,5.41,5.87,3.61,-0.011526,-0.013526,stopped_out_gap,True,1,169623.49,-2294.33
ETERNAL,2021-11-12,2021-11-15,153.0765,148.9255,2.02,6.15,7.75,-0.027117,-0.029117,stopped_out_gap,True,1,169164.62,-4925.57
LATENTVIEW,2021-12-30,2021-12-31,556.0279,550.4676,4.75,2.41,4.27,-0.01,-0.012,stopped_out,True,1,168179.51,-2018.15
SAPPHIRE,2022-01-10,2022-01-11,278.0089,275.2288,4.88,2.47,3.67,-0.01,-0.012,stopped_out,True,1,167775.88,-2013.31
POLICYBZR,2022-01-17,2022-01-18,1023.1113,1012.8802,2.25,2.73,8.21,-0.01,-0.012,stopped_out,True,1,167373.21,-2008.48
SHYAMMETL,2022-02-02,2022-02-03,341.0081,337.598,1.44,1.52,2.97,-0.01,-0.012,stopped_out,True,1,166971.52,-2003.66
MAPMYINDIA,2022-02-02,2022-02-03,1597.2317,1581.2594,4.87,1.73,9.35,-0.01,-0.012,stopped_out,True,1,133577.21,-1602.93
DATAPATTNS,2022-03-09,2022-03-10,705.697,698.64,1.49,1.97,10.9,-0.01,-0.012,stopped_out,True,1,166250.2,-1995.0
AWL,2022-03-28,2022-03-29,461.2305,484.292,2.23,2.05,8.5,0.05,0.048,take_profit,False,1,165851.2,7960.86
CMSINFO,2022-03-30,2022-03-31,255.3426,252.7891,1.81,1.79,2.67,-0.01,-0.012,stopped_out,True,1,167443.37,-2009.32
PARAS,2022-04-04,2022-04-05,686.9144,680.0452,0.78,2.24,5.9,-0.01,-0.012,stopped_out,True,1,167041.51,-2004.5
RATEGAIN,2022-04-05,2022-04-06,383.2415,379.4091,2.28,1.99,7.48,-0.01,-0.012,stopped_out,True,1,166640.61,-1999.69
ANANDRATHI,2022-04-13,2022-04-18,321.0677,317.857,6.9,14.37,1.7,-0.01,-0.012,stopped_out,True,1,166240.67,-1994.89
PAYTM,2022-05-24,2022-05-25,646.7732,640.3055,4.64,2.38,4.38,-0.01,-0.012,stopped_out,True,1,165841.69,-1990.1
IONEXCHANG,2022-05-31,2022-06-02,182.9398,181.1104,5.19,1.96,1.63,-0.01,-0.012,stopped_out,True,2,165443.67,-1985.32
CHOICEIN,2022-06-16,2022-06-17,91.6458,90.7293,3.2,1.6,1.69,-0.01,-0.012,stopped_out,True,1,165046.61,-1980.56
TEGA,2022-07-05,2022-07-06,482.1468,477.3253,0.74,3.49,2.76,-0.01,-0.012,stopped_out,True,1,164650.5,-1975.81
MSUMI,2022-07-05,2022-07-07,34.3128,33.9696,4.59,1.55,1.68,-0.01,-0.012,stopped_out,True,2,131720.4,-1580.64
DELHIVERY,2022-07-07,2022-07-08,595.5976,589.6417,2.07,5.36,12.62,-0.01,-0.012,stopped_out,True,1,163939.21,-1967.27
AETHER,2022-07-07,2022-07-08,831.0153,822.7051,1.71,2.97,3.26,-0.01,-0.012,stopped_out,True,1,131151.37,-1573.82
CAMPUS,2022-07-25,2022-07-26,399.3652,395.3715,0.72,5.6,4.76,-0.01,-0.012,stopped_out,True,1,130584.79,-1567.02
NUVOCO,2022-07-25,2022-07-26,314.4071,330.1275,2.57,4.51,3.24,0.05,0.048,take_profit,False,1,163230.99,7835.09
VIJAYA,2022-08-01,2022-08-04,358.2947,376.2094,2.05,2.2,4.61,0.05,0.048,take_profit,False,3,164484.6,7895.26
MANYAVAR,2022-08-02,2022-08-03,1207.6102,1195.5341,3.85,4.56,7.58,-0.01,-0.012,stopped_out,True,1,131587.68,-1579.05
RAINBOW,2022-08-11,2022-08-16,564.908,559.2589,10.52,7.66,6.53,-0.01,-0.012,stopped_out,True,2,165747.84,-1988.97
ABSLAMC,2022-08-16,2022-08-17,425.6935,421.4365,0.79,3.94,2.21,-0.01,-0.012,stopped_out,True,1,165350.05,-1984.2
APTUS,2022-08-17,2022-08-18,303.186,300.1542,2.77,5.69,4.28,-0.01,-0.012,stopped_out,True,1,164953.21,-1979.44
STARHEALTH,2022-09-05,2022-09-07,758.479,739.68,0.77,2.09,2.31,-0.024785,-0.026785,stopped_out_gap,True,2,164557.32,-4407.67
PARADEEP,2022-09-15,2022-09-16,67.2548,66.5822,2.41,1.91,2.24,-0.01,-0.012,stopped_out,True,1,163675.79,-1964.11
LICI,2022-12-13,2022-12-15,699.3565,692.363,3.43,3.93,2.61,-0.01,-0.012,stopped_out,True,2,163282.97,-1959.4
GMRP&UI,2022-12-15,2022-12-16,25.0125,24.5877,2.86,3.51,1.83,-0.016983,-0.018983,stopped_out_gap,True,1,162891.09,-3092.16
ACI,2023-01-16,2023-01-17,620.0649,613.8642,5.29,2.02,1.58,-0.01,-0.012,stopped_out,True,1,162272.66,-1947.27
MEDPLUS,2023-02-07,2023-02-08,676.6882,669.9213,1.04,2.34,1.75,-0.01,-0.012,stopped_out,True,1,161883.2,-1942.6
KAYNES,2023-02-07,2023-02-08,899.9498,890.9503,5.15,1.68,1.64,-0.01,-0.012,stopped_out,True,1,129506.56,-1554.08
MEDANTA,2023-02-17,2023-02-20,517.1723,512.0006,7.64,4.38,2.19,-0.01,-0.012,stopped_out,True,1,161183.87,-1934.21
INOXGREEN,2023-03-03,2023-03-06,46.7234,46.2561,1.83,2.27,6.38,-0.01,-0.012,stopped_out,True,1,160797.02,-1929.56
SYRMA,2023-03-08,2023-03-10,281.4793,273.9611,0.7,1.53,2.73,-0.02671,-0.02871,stopped_out_gap,True,2,160411.11,-4605.4
SKYGOLD,2023-04-10,2023-04-11,34.5598,34.2142,5.77,5.06,11.0,-0.01,-0.012,stopped_out,True,1,159490.03,-1913.88
NSLNISP,2023-04-19,2023-04-20,33.6168,35.2976,1.25,1.83,1.51,0.05,0.048,take_profit,False,1,159107.25,7637.15
SUPRIYA,2023-05-24,2023-05-25,257.9683,255.3886,2.35,1.61,2.47,-0.01,-0.012,stopped_out,True,1,160634.68,-1927.62
PPLPHARMA,2023-05-26,2023-05-29,80.5447,79.7392,1.34,2.94,5.23,-0.01,-0.012,stopped_out,True,1,160249.16,-1922.99
EMIL,2023-06-05,2023-06-06,80.04,79.2396,3.8,2.11,2.56,-0.01,-0.012,stopped_out,True,1,159864.56,-1918.37
GATEWAY,2023-06-05,2023-06-06,65.4965,64.8415,4.33,2.16,1.99,-0.01,-0.012,stopped_out,True,1,127891.65,-1534.7
FIVESTAR,2023-06-06,2023-06-08,587.3089,581.4359,1.56,1.54,2.35,-0.01,-0.012,stopped_out,True,2,159173.95,-1910.09
AVALON,2023-06-07,2023-06-12,495.4976,490.5426,5.02,1.97,4.29,-0.01,-0.012,stopped_out,True,3,127339.16,-1528.07
MANKIND,2023-06-14,2023-06-15,1620.9214,1592.7251,2.33,2.93,6.14,-0.017395,-0.019395,stopped_out_gap,True,1,158486.32,-3073.84
SHAILY,2023-06-15,2023-06-16,299.7412,296.7438,0.72,8.57,8.13,-0.01,-0.012,stopped_out,True,1,157871.55,-1894.46
NYKAA,2023-06-19,2023-06-20,150.5252,149.02,1.63,2.15,3.54,-0.01,-0.012,stopped_out,True,1,157492.66,-1889.91
AARTIPHARM,2023-08-23,2023-08-25,383.8008,379.9627,2.45,1.63,2.07,-0.01,-0.012,stopped_out,True,2,157114.67,-1885.38
KFINTECH,2023-08-25,2023-08-28,422.8103,418.5822,1.73,12.26,4.87,-0.01,-0.012,stopped_out,True,1,156737.6,-1880.85
CYIENTDLM,2023-09-01,2023-09-05,622.7112,653.8468,6.02,1.96,2.88,0.05,0.048,take_profit,False,2,156361.43,7505.35
BIKAJI,2023-09-06,2023-09-07,521.6226,516.4063,3.32,3.45,1.5,-0.01,-0.012,stopped_out,True,1,157862.5,-1894.35
SENCO,2023-09-15,2023-09-18,238.3174,234.6479,2.62,9.08,14.27,-0.015398,-0.017398,stopped_out_gap,True,1,157483.63,-2739.9
TVSSCS,2023-09-28,2023-09-29,217.1585,214.9869,0.57,1.81,1.57,-0.01,-0.012,stopped_out,True,1,156935.65,-1883.23
NETWEB,2023-10-11,2023-10-12,879.7469,870.9494,0.62,5.33,6.94,-0.01,-0.012,stopped_out,True,1,156559.0,-1878.71
JSWINFRA,2023-11-06,2023-11-07,187.6053,196.9855,2.45,3.15,5.2,0.05,0.048,take_profit,False,1,156183.26,7496.8
RRKABEL,2023-11-07,2023-11-08,1513.1699,1498.0382,2.07,5.96,5.33,-0.01,-0.012,stopped_out,True,1,157682.62,-1892.19
INDIGOPNTS,2023-11-10,2023-11-15,1495.5897,1480.6338,1.83,3.15,2.03,-0.01,-0.012,stopped_out,True,2,157304.18,-1887.65
SBFC,2023-11-13,2023-11-16,91.8959,90.977,1.43,9.88,3.49,-0.01,-0.012,stopped_out,True,2,125843.35,-1510.12
LLOYDSENGG,2023-11-15,2023-11-22,48.9323,48.1879,3.09,3.07,3.69,-0.015213,-0.017213,stopped_out_gap,True,5,131757.98,-2267.95
NUVAMA,2023-11-20,2023-11-21,519.7951,514.5972,2.73,2.31,2.02,-0.01,-0.012,stopped_out,True,1,130273.03,-1563.28
ARE&M,2023-11-28,2023-11-29,687.9738,681.0941,1.14,3.12,2.56,-0.01,-0.012,stopped_out,True,1,155858.38,-1870.3
ADANIENSOL,2023-11-28,2023-11-29,865.5325,908.8092,1.93,12.27,15.66,0.05,0.048,take_profit,False,1,124686.71,5984.96
LLOYDSME,2023-12-05,2023-12-06,601.4582,595.4436,5.62,4.74,5.68,-0.01,-0.012,stopped_out,True,1,156681.32,-1880.18
SANDUMA,2023-12-11,2023-12-12,123.3085,122.0754,3.06,5.67,14.54,-0.01,-0.012,stopped_out,True,1,156305.28,-1875.66
KPIL,2023-12-29,2024-01-01,699.2881,692.2952,4.3,11.71,2.78,-0.01,-0.012,stopped_out,True,1,155930.15,-1871.16
SIGNATURE,2024-01-04,2024-01-08,1027.6135,1078.9942,2.31,4.48,7.44,0.05,0.048,take_profit,False,2,155555.91,7466.68
CELLO,2024-01-04,2024-01-05,868.0422,859.3618,2.17,3.94,5.09,-0.01,-0.012,stopped_out,True,1,124444.73,-1493.34
JIOFIN,2024-01-15,2024-01-16,266.4679,253.5775,1.43,3.1,3.39,-0.048375,-0.050375,stopped_out_gap,True,1,156750.58,-7896.31
IREDA,2024-01-17,2024-01-18,124.2621,123.0195,2.97,1.74,4.77,-0.01,-0.012,stopped_out,True,1,155171.32,-1862.06
ASKAUTOLTD,2024-01-19,2024-01-23,301.2041,298.1921,0.93,3.76,2.59,-0.01,-0.012,stopped_out,True,1,154798.91,-1857.59
AZAD,2024-01-30,2024-01-31,854.7271,918.5405,5.01,6.53,18.11,0.074659,0.072659,take_profit_gap,False,1,154427.39,11220.54
ZAGGLE,2024-02-07,2024-02-08,277.9389,275.1595,5.23,7.28,7.3,-0.01,-0.012,stopped_out,True,1,156671.5,-1880.06
YATHARTH,2024-02-08,2024-02-09,425.1124,420.8613,1.08,3.04,4.14,-0.01,-0.012,stopped_out,True,1,156295.49,-1875.55
SAMHI,2024-02-23,2024-02-26,224.6623,222.4157,4.16,2.46,4.22,-0.01,-0.012,stopped_out,True,1,155920.38,-1871.04
LTFOODS,2024-03-21,2024-03-22,187.2813,185.4085,4.51,3.11,4.66,-0.01,-0.012,stopped_out,True,1,155546.17,-1866.55
JYOTICNC,2024-03-26,2024-03-27,729.4645,722.1699,7.8,2.96,2.06,-0.01,-0.012,stopped_out,True,1,155172.86,-1862.07
INDIASHLTR,2024-03-28,2024-04-01,620.5502,614.3447,4.96,1.95,3.85,-0.01,-0.012,stopped_out,True,1,154800.45,-1857.61
JSFB,2024-04-04,2024-04-05,467.6337,462.9574,1.21,4.9,7.94,-0.01,-0.012,stopped_out,True,1,154428.93,-1853.15
ENTERO,2024-04-12,2024-04-15,1171.1353,1159.424,6.04,6.88,4.99,-0.01,-0.012,stopped_out,True,1,154058.3,-1848.7
HONASA,2024-04-23,2024-04-24,437.9189,433.5397,4.93,7.08,6.24,-0.01,-0.012,stopped_out,True,1,153688.56,-1844.26
AIIL,2024-06-07,2024-06-10,210.6216,208.5154,10.82,2.64,8.22,-0.01,-0.012,stopped_out,True,1,153319.7,-1839.84
INDGN,2024-06-13,2024-06-14,598.4448,592.4603,0.89,2.21,2.49,-0.01,-0.012,stopped_out,True,1,152951.74,-1835.42
AADHARHFC,2024-06-14,2024-06-18,420.3601,416.1565,0.91,1.63,5.57,-0.01,-0.012,stopped_out,True,1,152584.65,-1831.02
BLUEJET,2024-06-20,2024-06-24,423.4533,414.2667,0.51,5.45,4.89,-0.021694,-0.023694,stopped_out_gap,True,2,152218.45,-3606.66
BALUFORGE,2024-06-20,2024-06-21,341.5749,338.1591,1.26,3.71,6.73,-0.01,-0.012,stopped_out,True,1,121774.76,-1461.3
TBOTEK,2024-06-24,2024-06-25,1700.6999,1785.7349,1.29,5.55,3.06,0.05,0.048,take_profit,False,1,151204.86,7257.83
BHARTIHEXA,2024-06-26,2024-06-27,1246.4493,1233.9848,0.65,4.09,7.71,-0.01,-0.012,stopped_out,True,1,152656.42,-1831.88
PARKHOTELS,2024-07-05,2024-07-08,194.6257,192.6794,3.23,2.29,2.17,-0.01,-0.012,stopped_out,True,1,152290.05,-1827.48
AWFIS,2024-07-11,2024-07-12,626.4631,620.1985,4.07,1.62,3.61,-0.01,-0.012,stopped_out,True,1,151924.55,-1823.09
UNITDSPR,2024-07-24,2024-07-25,1365.2746,1351.6218,2.03,5.45,1.68,-0.01,-0.012,stopped_out,True,1,151559.93,-1818.72
AEGISLOG,2024-09-03,2024-09-04,827.9794,819.6996,4.87,1.56,2.62,-0.01,-0.012,stopped_out,True,1,151196.19,-1814.35
TATATECH,2024-09-06,2024-09-09,1095.921,1084.9618,0.66,2.92,2.74,-0.01,-0.012,stopped_out,True,1,150833.32,-1810.0
KRN,2024-11-07,2024-11-08,593.1464,576.7615,18.86,6.86,4.85,-0.027624,-0.029624,stopped_out_gap,True,1,150471.32,-4457.56
EUREKAFORB,2024-11-07,2024-11-08,634.217,627.8748,3.01,5.86,5.76,-0.01,-0.012,stopped_out,True,1,120377.05,-1444.52
PREMIERENE,2024-11-19,2024-11-21,1092.9897,1079.1194,3.76,1.59,2.8,-0.01269,-0.01469,stopped_out_gap,True,1,149290.9,-2193.08
EMBDL,2024-11-26,2024-11-27,129.8249,136.3161,1.93,1.89,6.14,0.05,0.048,take_profit,False,1,148852.28,7144.91
OLAELEC,2024-11-27,2024-11-28,88.144,92.5513,4.03,4.8,13.38,0.05,0.048,take_profit,False,1,150281.27,7213.5
ABDL,2024-12-02,2024-12-04,342.8137,339.3855,0.97,2.42,2.07,-0.01,-0.012,stopped_out,True,2,151723.97,-1820.69
WAAREEENER,2024-12-10,2024-12-12,3134.459,3291.182,1.51,1.84,3.8,0.05,0.048,take_profit,False,2,151359.83,7265.27
SWIGGY,2024-12-16,2024-12-17,596.6482,589.705,1.53,2.52,10.85,-0.011637,-0.013637,stopped_out_gap,True,1,152812.88,-2083.91
SAGILITY,2024-12-27,2024-12-30,53.8331,53.2948,0.86,1.5,3.2,-0.01,-0.012,stopped_out,True,1,152396.1,-1828.75
LLOYDSENT,2025-01-03,2025-01-06,57.1699,56.5982,6.0,4.21,5.91,-0.01,-0.012,stopped_out,True,1,152030.35,-1824.36
HBLENGINE,2025-01-31,2025-02-01,594.9132,588.9641,2.61,1.56,5.65,-0.01,-0.012,stopped_out,True,1,151665.48,-1819.99
HYUNDAI,2025-02-03,2025-02-07,1783.5257,1872.702,3.14,3.64,2.8,0.05,0.048,take_profit,False,4,151301.48,7262.47
VMM,2025-02-03,2025-02-04,115.3977,121.1675,2.52,2.82,2.07,0.05,0.048,take_profit,False,1,121041.18,5809.98
BLACKBUCK,2025-02-04,2025-02-06,429.9649,465.9669,2.41,2.19,3.8,0.083733,0.081733,take_profit_gap,False,2,122203.18,9988.03
ACMESOLAR,2025-02-06,2025-02-07,241.5567,239.1411,6.8,1.76,5.27,-0.01,-0.012,stopped_out,True,1,124200.79,-1490.41
ITCHOTELS,2025-03-19,2025-03-20,184.2821,182.4393,5.58,1.99,2.41,-0.01,-0.012,stopped_out,True,1,124492.4,-1493.91
BAJAJHFL,2025-03-19,2025-03-20,121.6508,120.4343,1.87,3.39,2.01,-0.01,-0.012,stopped_out,True,1,155615.49,-1867.39
IIFLCAPS,2025-03-24,2025-03-25,238.2911,235.9082,2.71,4.87,6.84,-0.01,-0.012,stopped_out,True,1,154943.24,-1859.32
NIVABUPA,2025-03-28,2025-04-01,78.119,77.3379,4.59,2.05,1.92,-0.01,-0.012,stopped_out,True,1,154571.37,-1854.86
NTPCGREEN,2025-04-16,2025-04-23,105.8129,111.1035,0.96,4.99,6.88,0.05,0.048,take_profit,False,4,154200.4,7401.62
EMCURE,2025-04-17,2025-04-21,1097.0809,1086.1101,4.58,2.7,8.68,-0.01,-0.012,stopped_out,True,1,123360.32,-1480.32
IXIGO,2025-04-17,2025-04-21,157.8189,156.2407,2.63,2.65,3.81,-0.01,-0.012,stopped_out,True,1,98688.26,-1184.26
AFCONS,2025-05-13,2025-05-14,454.781,450.2332,2.09,4.47,6.1,-0.01,-0.012,stopped_out,True,1,155147.81,-1861.77
PVRINOX,2025-05-16,2025-05-19,1017.9087,1007.7296,0.51,1.71,2.76,-0.01,-0.012,stopped_out,True,1,154775.45,-1857.31
EIEL,2025-05-26,2025-05-27,241.9209,254.0169,3.38,4.04,4.45,0.05,0.048,take_profit,False,1,154403.99,7411.39
TRANSRAILL,2025-05-27,2025-05-30,614.625,608.4787,1.41,2.92,2.66,-0.01,-0.012,stopped_out,True,3,155886.27,-1870.64
FIRSTCRY,2025-06-06,2025-06-09,415.1074,410.9564,7.06,3.33,2.52,-0.01,-0.012,stopped_out,True,1,155512.14,-1866.15
RAYMONDLSL,2025-06-10,2025-06-11,1110.1548,1165.6625,1.94,1.63,1.99,0.05,0.048,take_profit,False,1,155138.91,7446.67
PNGJL,2025-06-10,2025-06-11,608.9043,602.8152,4.94,3.87,1.65,-0.01,-0.012,stopped_out,True,1,124111.13,-1489.33
IGIL,2025-07-04,2025-07-07,375.8076,372.0495,0.85,1.73,2.2,-0.01,-0.012,stopped_out,True,1,156330.38,-1875.96
SAILIFE,2025-08-08,2025-08-11,828.314,820.0308,0.92,6.14,1.55,-0.01,-0.012,stopped_out,True,1,155955.19,-1871.46
